Sex,WeightClassKg,FirstName,LastName,Disambiguation,Country,BodyweightKg,Ris,Status,StatusReason,MuscleUp1Kg,MuscleUp2Kg,MuscleUp3Kg,BestMuscleUpKg,PullUp1Kg,PullUp2Kg,PullUp3Kg,BestPullUpKg,Dips1Kg,Dips2Kg,Dips3Kg,BestDipsKg,Squat1Kg,Squat2Kg,Squat3Kg,BestSquatKg
M,66,Damiano,Basile,,IT,,0,no_show,,,,,,,,,,,,,,,,,
M,66,Mattia,Carminati,,IT,,35.13,disqualified,Bombed the squat,10x,10,15x,10,50,55,60,60,70x,72.5x,72.5,72.5,140x,140x,140x,
M,66,Giorgio,Castelli,,IT,,71.43,competed,,10x,15,22.5x,15,65,70,75x,70,80,85,90,90,110,115,120x,115
M,66,Gabriele,Cattaruzza,,IT,,34.98,competed,,0x,0x,0,0,20,26.25,30,30,25,32.5,40x,32.5,60,70,75x,70
M,66,Mattia,Cecchin,,IT,,85.79,competed,,20,22.5,23.75,23.75,70,72.5,73.75x,72.5,80,82.5,87.5,87.5,155,160,165,165
M,66,Giuseppe,Cicero,,IT,,68.2,competed,,17.5,20,23.75,23.75,52.5,57.5,62.5,62.5,77.5,82.5x,82.5,82.5,147.5x,147.5,155,155
M,66,Samuele,Di Gregorio,,IT,,77.08,competed,,13.75,15,17.5,17.5,52.5,57.5,62.5,62.5,75x,75,82.5,82.5,135,142.5,150,150
M,66,Francesco,Lorenzini,,IT,,68.35,competed,,2.5,5,7.5x,5,40,45,47.5x,45,60,70,75,75,137.5,147.5,150,150
M,66,Mattia,Mingardi,,IT,,70.59,competed,,10,15,17.5,17.5,40,50,51.25,51.25,80,90x,90x,80,120,130,137.5x,130
M,66,Pietro,Negrini,,IT,,92.45,competed,,20,23.75,26.25,26.25,62.5,67.5x,72.5,72.5,95,102.5,110,110,160,170,180x,170
M,66,Daniele,Paoli,,IT,,72.38,competed,,10,15,20x,15,45,52.5,56.25x,52.5,47.5,55,57.5,57.5,145,152.5,160,160
M,66,Tommaso,Potito,,IT,,30.73,disqualified,Bombed the squat,10,12.5,15,15,45,46.25x,52.5,52.5,80,85x,85,85,145x,150x,150x,
M,66,Matteo,Pozzi,,IT,,51.64,disqualified,Bombed the dips,15,17.5,20,20,60,65,66.25,66.25,70x,75x,75x,,120x,120,125,125
