Sex,WeightClassKg,FirstName,LastName,Disambiguation,Country,BodyweightKg,Ris,Status,StatusReason,MuscleUp1Kg,MuscleUp2Kg,MuscleUp3Kg,BestMuscleUpKg,PullUp1Kg,PullUp2Kg,PullUp3Kg,BestPullUpKg,Dips1Kg,Dips2Kg,Dips3Kg,BestDipsKg,Squat1Kg,Squat2Kg,Squat3Kg,BestSquatKg
F,57,Elli,Tsintzas,,GB,,82.47,competed,,12.5,15,17.5,17.5,27.5,31.25,35,35,37.5,45,50,50,70,77.5,82.5,82.5
F,63,Lark,Bridges,,GB,,63.97,competed,,7.5,8.75x,8.75,8.75,25,27.5x,28.75,28.75,27.5,30,33.75,33.75,80x,80,90x,80
F,63,Faye,Butler,,GB,,113.5,competed,,8.75,11.25,13.75,13.75,35,40,43.75,43.75,65,70,75,75,120,130,135,135
F,63,Georgia,Cockett,,GB,,58.42,competed,,0x,0,1.25,1.25,15,17.5,20,20,20,22.5,25,25,80,90,92.5,92.5
F,63,Lucy,Joslin,,GB,,67.97,competed,,0,1.25,2.5x,1.25,27.5,30,32.5x,30,33.75,36.25,38.75x,36.25,87.5,92.5,95x,92.5
F,63,Gianna,Webbe,,GB,,93.84,competed,,5,7.5,10x,7.5,40,45,50,50,60,65,70x,65,100,110x,110x,100
F,70,Elly,Ball,,GB,,91.88,competed,,0,2.5,5x,2.5,32.5,33.75,40,40,45,50,52.5x,50,115,122.5,127.5,127.5
F,70,Amanda,Khok,,HK,,90.39,competed,,0,1.25,2.5,2.5,28.75x,30,33.75x,30,47.5,52.5,55,55,122.5x,122.5,130,130
F,70,Laura,Smith,,GB,,67.41,competed,,0x,0,0x,0,15,20x,20x,15,25,32.5,40x,32.5,105,110,115,115
F,70,Florence,Wong,,FR,,104.96,competed,,0,2.5,5,5,35,45,51.25x,45,40,50,57.5,57.5,125,135,145,145
