Sex,WeightClassKg,FirstName,LastName,Disambiguation,Country,BodyweightKg,Ris,Status,StatusReason,MuscleUp1Kg,MuscleUp2Kg,MuscleUp3Kg,BestMuscleUpKg,PullUp1Kg,PullUp2Kg,PullUp3Kg,BestPullUpKg,Dips1Kg,Dips2Kg,Dips3Kg,BestDipsKg,Squat1Kg,Squat2Kg,Squat3Kg,BestSquatKg
M,66,Michael,Cachia,,GB,,86.41,competed,,30x,30x,30,30,70,76.25x,76.25x,70,100,110x,110,110,132.5,142.5,150x,142.5
M,66,Julien,Capdeville,,FR,,102.33,competed,,20,25,28.75x,25,67.5,72.5,75,75,130,134,140.25x,134,180,182.5x,182.5x,180
M,66,Parth,Chamaria,,IN,,91.16,competed,,25,31.25,35x,31.25,65,75x,75x,65,95,102.5x,103.75x,95,165,175,185x,175
M,66,Lionel,Da Silva,,PT,,88.18,disqualified,Bombed the muscle-up,35x,35x,35x,,80,86.25,91.25x,86.25,105,110x,110x,105,157.5,162.5,170,170
M,66,Can,Kuecuekyareli,,DE,,92.66,competed,,22.5,26.25x,26.25x,22.5,72.5,77.5,80x,77.5,102.5,107.5,110x,107.5,160x,170,185x,170
M,66,Matteo,Pirajno,,IT,,97.98,competed,,25,28.75x,28.75x,25,72.5,78.75,81.25x,78.75,95,103.75,110x,103.75,180,190,200x,190
M,66,Luca,Van Gremberghen,,NL,,58.75,disqualified,Bombed the squat,35x,37.5,40,40,80,82.5x,85x,80,115,120,122.5x,120,0x,0x,0x,
M,66,Ashura,Youssef Bouida,,TN,,108.08,competed,,36.25,40x,40.25,40.25,90,95,100,100,107.5,115,117.5,117.5,175,185,192.5x,185
M,66,Domenico,Zezza,,IT,,95.47,competed,,15,20,22.5x,20,60x,66.25,70x,66.25,105x,110,115x,110,185,190,197.5x,190
M,73,Israelian,Albert,,BE,,101.26,competed,,20,25,27.5,27.5,55,65,70,70,120,130,135,135,212.5,221,235.5x,221
M,73,Thavisay,Chanthaboun,,FR,,93.66,competed,,15,18.75,20x,18.75,63.75,68.75,71.25,71.25,107.5,115,117.5,117.5,197.5,207.5,212.5,212.5
M,73,Aubin,Chevillard,,FR,,109.9,competed,,37.5,42.5,47.5x,42.5,95,102.5,105x,102.5,135,145,149,149,187.5,192.5,200,200
M,73,Ketan,Jain,,IN,,89.53,competed,,15,20,25x,20,62.5,70x,70,70,95,103.75x,105,105,205,217.5x,224x,205
M,73,Pawel,Janosik,,PL,,100.72,competed,,20,25x,25x,20,75,80,83.75x,80,135,140,147.5,147.5,197.5,202.5,220x,202.5
M,73,Ali,Lessig,,FR,,92.51,competed,,25x,25,32.5x,25,75,80,83.75,83.75,102.5x,105x,105,105,175,190,197.5,197.5
M,73,François,Li,,FR,,104.94,competed,,27.5,32.5,36.25,36.25,83.75,88.75x,88.75,88.75,130,140,148.75x,140,185,195,205,205
M,73,Milan,Pascan,,RS,,0,no_show,,,,,,,,,,,,,,,,,
M,73,Davide,Petruzziello,,IT,,90.1,competed,,15x,15x,15,15,75x,75,80,80,105,110,117.5,117.5,180x,192.5x,192.5,192.5
M,73,Peter,Tolstrup,,NO,,89.31,competed,,20,25,27.5x,25,70,75,80x,75,125,132.5x,132.5x,125,160,167.5,175,175
M,73,Vincenzo,Santoro,,IT,,104.64,competed,,30,36.25x,37.5x,30,80x,85,92.5,92.5,125,140,147.5,147.5,172.5,185,197.5,197.5
M,80,Shakil,Ahmed,,GB,,101.46,competed,,30,35,36.25,36.25,85,90,95,95,130,145,150,150,190,205,207.5,207.5
M,80,Tony,D'Agostino,,IT,,101.98,competed,,25x,25x,25,25,82.5,88.75x,88.75,88.75,107.5,115x,115x,107.5,255,265,270,270
M,80,Abderrahmen,Dellaoui,,DZ,,101.63,competed,,25,30,32.5,32.5,77.5,82.5,85,85,125,135,140x,135,225,235,237.5,237.5
M,80,Maurice,Metze,,DE,,91.14,competed,,22.5,26.25x,26.25,26.25,60,63.75,66.25,66.25,105,112.5,120,120,215,225,235x,225
M,80,Bartlomiej,Orchowski,,PL,,106.65,competed,,35,41.25,45x,41.25,90,95,100,100,140,150,155,155,210,217.5,225x,217.5
M,80,Carlos,Picon,,ES,,100.08,competed,,20,25,30x,25,80,82.5,85x,82.5,150,155x,155,155,210,220,227.5x,220
M,80,Sylvain,Cerny,,BE,,48.74,disqualified,Bombed the squat,20,25,30,30,67.5,75,80,80,125,126.25x,126.25x,125,0x,0x,0x,
M,80,Raul,Teslavici,,FR,,76.82,disqualified,Bombed the dips,40,45,50x,45,90,100x,100,100,125x,126.25x,130x,,205,220,227.5x,220
M,80,Jan,Walter,,NL,,97.22,competed,,25,27.5,30x,27.5,77.5,82.5,86.25,86.25,127.5,130x,130x,127.5,215,227.5,242.5x,227.5
M,80,Victor,Lafoucrière,,FR,,97.22,competed,,7.5,11.25,15,15,67.5,71.25,75,75,125,131.25x,131.25,131.25,230,240,247.5,247.5
M,80,Aditya,Magoo,,IN,,51.59,disqualified,Bombed the squat,31.25,36.25,38.75x,36.25,75,85,86.25x,85,125x,127.5x,127.5,127.5,217.5x,217.5x,217.5x,
M,87,Ludovic,Adigery,,FR,,105.46,competed,,35,40,42.5,42.5,105,115,120,120,140,150x,150x,140,220,230,235x,230
M,87,Pere,Coll,,ES,,110.79,competed,,42.5,47.5,51,51,105,112.5,116.25,116.25,155,165,170,170,205,215,220,220
M,87,José,D'Almeida,,FR,,98.66,competed,,27.5,32.5,35x,32.5,85,90,95,95,135,145,152.5x,145,210x,215,227.5,227.5
