Sex,WeightClassKg,FirstName,LastName,Disambiguation,Country,BodyweightKg,Ris,Status,StatusReason,MuscleUp1Kg,MuscleUp2Kg,MuscleUp3Kg,BestMuscleUpKg,PullUp1Kg,PullUp2Kg,PullUp3Kg,BestPullUpKg,Dips1Kg,Dips2Kg,Dips3Kg,BestDipsKg,Squat1Kg,Squat2Kg,Squat3Kg,BestSquatKg
M,66,Dustin,Clark,,US,65,,competed,,5x,5,6.25,6.25,40,45,47.5,47.5,61.25,70,77.5x,70,142.5x,142.5,152.5,152.5
M,66,Jaime,Contreras,,US,65,,disqualified,,1.25x,1.25x,1.25x,,36.25,41.25,45,45,57.5,65,72.5,72.5,125,132.5,142.5x,132.5
M,66,Theo,Lopez Marques,,US,61.9,,competed,,20,25,30,30,57.5x,57.5,62.5,62.5,72.5,75x,80,80,142.5,150,157.5x,150
M,66,Marcus,Stewart,,US,59.2,,competed,,15,20x,20,20,50,60,63.75,63.75,77.5,85,90,90,110,125,132.5,132.5
M,73,Lincoln,Black,,US,71.4,,competed,,12.5,16.25,20x,16.25,73.75,76.25,80x,76.25,95x,100,105x,100,190,200,205x,200
M,73,Rodney,Cabrera-Joseph,,US,70.9,,disqualified,,5x,5x,5x,,30,40,50,50,45,70,80,80,100,135x,150x,100
M,73,Aaron,Gonzalez,,US,72.3,,disqualified,,10x,15,17.5x,15,65x,65x,65x,,95x,95x,95x,,185,190x,190x,185
M,73,Matthew,Shoffner,,US,71.8,,competed,,1.25,5,22.5x,5,70,80,85x,80,100,110,112.5x,110,120,142.5,167.5x,142.5
M,80,Roberto,Ledesma,,US,78.5,,competed,,10,15,20x,15,50,55,62.5x,55,90,95,100,100,140,145,147.5x,145
M,80,Charles,Odunlami,,US,78.4,,competed,,5,7.5x,10x,5,50,55,65x,55,77.5,85,91.25,91.25,142.5,155,162.5,162.5
M,80,Joe,Ray,,US,79.1,,competed,,5x,10,20x,10,25,65,83.75x,65,25,65,87.5x,65,165,185,205,205
M,80,Brian,Shtika,,US,79.2,,competed,,5,10,15,15,50,57.5,65,65,85,92.5,100,100,162.5,177.5,182.5,182.5
M,87,Godfroy,Ali Yerima,,US,85.4,,competed,,10,15,20x,15,60,70,80,80,90,100,110,110,160,180,190,190
M,87,Miguel,Robles,,US,80.8,,competed,,15,20,25,25,75,85x,90x,75,110,115,120x,115,160x,170,185x,170
M,94,Abu,Asada,,US,90,,competed,,20,27.5,31.25x,27.5,60,70,75,75,91.25,100,105x,100,205,230x,230x,205
M,94,Jairo,Scarpatti,,US,87.1,,competed,,17.5,22.5,26.25x,22.5,50,62.5,72.5,72.5,95,105,117.5x,105,165,175,182.5,182.5
F,63,Hayley,Benson,,US,54.9,,competed,,1.25,2.5,5x,2.5,22.5,23.75x,25,25,27.5,28.75x,28.75x,27.5,82.5,87.5x,87.5,87.5
F,63,Gess,Kelly,,US,58.6,,competed,,1.25,2.5x,5x,1.25,33.75,35,36.25,36.25,31.25,32.5,33.75,33.75,102.5,105,107.5,107.5
F,70,Teresa,George,,US,69.5,,disqualified,,1.25x,1.25x,1.25x,,38.75,42.5,45x,42.5,52.5,57.5x,57.5,57.5,132.5,140,142.5,142.5
