Sex,WeightClassKg,FirstName,LastName,Disambiguation,Country,BodyweightKg,Ris,Status,StatusReason,MuscleUp1Kg,MuscleUp2Kg,MuscleUp3Kg,BestMuscleUpKg,PullUp1Kg,PullUp2Kg,PullUp3Kg,BestPullUpKg,Dips1Kg,Dips2Kg,Dips3Kg,BestDipsKg,Squat1Kg,Squat2Kg,Squat3Kg,BestSquatKg
M,94+,Maximilian,Herzfeldt,,DE,106.95,,competed,,0,2.5x,2.5,2.5,40,47.5,55,55,62.5,72.5,80,80,157.5,167.5,175,175
M,94+,Thomas,Jany,,DE,101.2,,disqualified,,0x,0x,0x,,35,45x,47.5x,35,50,65,75x,65,150,165x,175x,150
M,94+,Moritz,Sievers,,DE,103,,competed,,10,15,20,20,65,73.75,76.25x,73.75,115x,115,125,125,180,190,205,205
M,94+,Bjarne,Steinmetz,,DE,97.9,,competed,,12.5x,12.5,20,20,65,75,81.25,81.25,80,92.5x,100,100,135,145,152.5,152.5
F,57,Svenja,Scherner,,DE,53.05,,competed,,1.25,5,,5,20,22.5,25x,22.5,35,37.5,42.5x,37.5,87.5,92.5,97.5,97.5
F,57,Haruna,Wackernagel,,DE,52.5,,competed,,0,3.75,6.25,6.25,27.5,32.5,35x,32.5,37.5,42.5,47.5,47.5,102.5,110,115,115
F,63,Anna,Klymenko,,DE,61.25,,competed,,0,2.5,5x,2.5,15,17.5,18.75,18.75,20,25,27.5x,25,85,92.5,95,95
F,63,Janine,Reis,,DE,58.45,,competed,,0,1.25,2.5x,1.25,12.5,15,20x,15,15,17.5,20x,17.5,90,95,100x,95
F,63,Laura,Zang,,DE,60.45,,competed,,3.75,7.5,10,10,23.75,27.5,31.25x,27.5,25,30,35,35,110,117.5,122.5x,117.5
F,70,Sarah,Anyamele,,DE,68.8,,competed,,10,20,21.25,21.25,30,45,46.25x,45,40,45,50,50,130,140,145x,140
F,70,Brita,Fritsch,,DE,69.4,,competed,,5,7.5,10,10,25,30,35x,30,40,47.5,51.25,51.25,140,150,155,155
F,70,Christina,Fröhlich,,DE,67.55,,competed,,10,12.5x,12.5x,10,45,47.5,50,50,42.5,46.25,48.75x,46.25,100,106,107.5,107.5
F,70+,Annalena,Meier,,DE,73.35,,competed,,0,2.5,3.75,3.75,23.75,26.25,28.75,28.75,32.5,37.5,40,40,112.5,120x,120,120
F,70+,Eva-Sophie,Mörschel,,DE,71,,competed,,7.5,12.5,15x,12.5,25,30,35,35,45,50,55x,50,110,115,120,120
