Sex,WeightClassKg,FirstName,LastName,Disambiguation,Country,BodyweightKg,Ris,Status,StatusReason,MuscleUp1Kg,MuscleUp2Kg,MuscleUp3Kg,BestMuscleUpKg,PullUp1Kg,PullUp2Kg,PullUp3Kg,BestPullUpKg,Dips1Kg,Dips2Kg,Dips3Kg,BestDipsKg,Squat1Kg,Squat2Kg,Squat3Kg,BestSquatKg
M,66,Nana,Boison,,DE,,102.79,competed,,20,25,28.75x,25,70,75,78.75,78.75,100x,100,107.5,107.5,182.5,190,200,200
M,66,Veit,Heller,,DE,,66,competed,,0x,0,5x,0,45,50x,50x,45,70x,75,80x,75,145x,150,160x,150
M,66,Felix,Jung,,DE,,59.24,competed,,0x,0,1.25x,0,37.5,42.5,45,45,57.5,62.5,67.5,67.5,120,127.5x,127.5,127.5
M,66,Can,Kücükyareli,,DE,,92.18,competed,,17.5,22.5,26.25x,22.5,70,75x,77.5,77.5,110,112.75x,112.75x,110,165x,165,191.5x,165
M,66,Adrian,Löffler,,DE,,66.65,competed,,0,2.5,5x,2.5,35,45,47.5,47.5,70,75,77.5x,75,135,145,147.5x,145
M,73,David,Ayubi,,AT,,82.76,competed,,22.5,27.5,30,30,65,70,72.5,72.5,100,107.5,112.5,112.5,120,130,135,135
M,73,Andoni,Carrica,,FR,,0,no_show,,,,,,,,,,,,,,,,,
M,73,Chris,Czentner,,DE,,54.69,disqualified,Bombed the muscle-up,2.5x,2.5x,2.5x,,37.5,45,50,50,47.5x,47.5,57.5,57.5,125,135,145x,135
M,73,Sinh,Huynh,,DE,,90.1,competed,,15,21.25x,21.25,21.25,65,75,80.5x,75,97.5,107.5,113.75,113.75,185,195,210x,195
M,73,Jörg,Memmer,,DE,,66.58,competed,,0,2.5,5,5,35,40,45,45,70,80,82.5x,80,140,150,160,160
M,73,David,Schad,,DE,,61.74,competed,,5x,5,8.75,8.75,35,40,45,45,75,80,86.25,86.25,115,122.5,130x,122.5
M,73,Robin,Tanner,,DE,,87.6,competed,,15,17.5,20,20,50,55,60,60,92.5,100,105x,100,195x,195,205,205
M,73,Peter,Tolstrup,,NO,,94.67,competed,,22.5,27.5x,27.5,27.5,72.5,77.5,81.25,81.25,122.5,127.5,132.5,132.5,170,177.5x,177.5,177.5
M,73,Niklas,Wirthenstätter,,AT,,73.2,competed,,0,5x,7.5,7.5,50,55x,55x,50,77.5,85x,85,85,155,162.5,170,170
M,73,Daniel,Zehnle,,DE,,78.05,competed,,15,17.5,20x,17.5,60,65,68.75x,65,77.5,83.75,87.5,87.5,162.5,172.5,180,180
M,80,Jakub,Chlipała,,PL,,83.29,competed,,20,30,35,35,70,80x,82.5x,70,110,120,125x,120,160,170,180x,170
M,80,Robert,Doppler,,DE,,67.63,competed,,5,7.5,10,10,42.5,47.5,51.25,51.25,85,92.5,100x,92.5,157.5,165,170,170
M,80,Wael,Hallak,,DE,,79.34,competed,,15x,15x,15,15,60,67.5,72.5x,67.5,100,111.25,120x,111.25,185,190x,190x,185
M,80,Felix,Herrmann,,DE,,,competed,,10,15,20x,15,55,60,65x,60,85,90,93.75x,90,132.5,160,165,165
M,80,Pascal,Klinkowski,,DE,,94.11,competed,,22.5,27.5,30,30,70,75,80,80,105,112.5,115,115,202.5,210,220,220
M,80,Dario,Leonetti,,DE,,82.68,competed,,10,12.5,15,15,60,65,70x,65,100,107.5,115x,107.5,200,205,222.5x,205
M,80,Jonas,Maier,,DE,,88.85,competed,,17.5x,22.5,27.5x,22.5,77.5,83.75,86.5,86.5,102.5,112.5,117.5x,112.5,187.5x,187.5,205,205
M,80,Maurice,Metze,,DE,,91.32,competed,,17.5,20x,22.5,22.5,57.5,62.5,66.25,66.25,110,117.5,125,125,215,225,235x,225
