Sex,WeightClassKg,FirstName,LastName,Disambiguation,Country,BodyweightKg,Ris,Status,StatusReason,MuscleUp1Kg,MuscleUp2Kg,MuscleUp3Kg,BestMuscleUpKg,PullUp1Kg,PullUp2Kg,PullUp3Kg,BestPullUpKg,Dips1Kg,Dips2Kg,Dips3Kg,BestDipsKg,Squat1Kg,Squat2Kg,Squat3Kg,BestSquatKg
F,63,Anne-Sophie,Gherardi,,FR,,90.07,competed,,5,8.75x,8.75,8.75,25,30,32.5,32.5,47.5,52.5,56.25,56.25,105x,110,115,115
F,63,Estelle,Mousset,,FR,,0,disqualified,Bombed the muscle-up and the dips,0x,0x,0x,,0,1.25x,,0,0x,0x,0x,,,,,
F,63,Chloé,Rossignol,,FR,,69.82,disqualified,Bombed the dips,2.5,5,7.5,7.5,23.75,27.5,30,30,40x,45x,45x,,115,120,127.5,127.5
F,63,Anoria,Vidon,,FR,,82.65,competed,,1.25,3.75,6.25,6.25,12.5,17.5,20,20,40,46.25,48.75,48.75,115x,120,122.5x,120
F,70,Victoria,Carobbi,,FR,,0,disqualified,"Bombed the muscle-up, the pull-up and the dips",7.5x,7.5x,7.5x,,0x,0x,0x,,0x,0x,0x,,,,,
F,70,Alice,Couque,,FR,,101.71,competed,,2.5,6.25,10,10,20,25,31.25,31.25,37.5,46.25,50,50,142.5,152.5,160x,152.5
F,70,Imane,Moussaïd,,FR,,80.59,competed,,2.5x,2.5,3.75,3.75,17.5,25,27.5,27.5,35,42.5,45x,42.5,117.5x,120,125x,120
F,70,Eliza,Puech,,FR,,98.41,competed,,3.75,7.5,10,10,23.75,28.75,32.5,32.5,51.25,56.25,60x,56.25,127.5,132.5,137.5,137.5
F,70,Adeline,Rochereux,,FR,,68.05,competed,,1.25,2.5x,2.5x,1.25,15,16.25x,16.25x,15,22.5x,25,27.5,27.5,120,127.5x,127.5x,120
F,70,Juliette,Roux,,FR,,81.68,competed,,1.25,5x,5x,1.25,25,30,35,35,40,43.75,47.5,47.5,105,110,112.5,112.5
F,70+,Alexandra,Gautheron,,FR,,80.24,competed,,0.25,1.25,2.5,2.5,15,18.75,21.25,21.25,45,50,52.5x,50,110,117.5,120,120
